instancia,n,grafo,threads,fusiones,tiempo
845,1,arbol,6,0,0.169145
846,1,arbol,7,0,0.179723
847,1,arbol,8,7,0.361693
848,1,arbol,9,8,0.959064
849,1,arbol,10,7,0.572296
850,1,arbol,11,0,0.442046
851,1,arbol,12,1,1.27611
852,1,arbol,13,0,1.27591
853,1,arbol,14,10,0.62445
854,1,arbol,15,0,0.452437
855,1,arbol,16,0,0.593747
856,1,arbol,17,3,2.80061
857,1,arbol,18,0,1.70608
858,1,arbol,19,3,0.980475
859,1,arbol,20,4,1.18904
860,1,arbol,21,0,0.994561
861,1,arbol,22,0,1.45243
862,1,arbol,23,0,2.6963
863,1,arbol,24,1,1.14912
864,1,arbol,25,1,1.09121
865,1,arbol,26,5,0.973819
866,1,arbol,27,0,2.30717
867,1,arbol,28,0,1.33682
868,1,arbol,29,5,1.00563
869,1,arbol,30,0,1.05204
870,1,arbol,31,1,1.10223
871,1,arbol,32,0,1.14446
872,1,arbol,33,0,1.85371
873,1,arbol,34,8,2.2268
874,1,arbol,35,11,1.12916
875,1,arbol,36,0,0.943822
876,1,arbol,37,4,1.23249
877,1,arbol,38,0,2.02701
878,1,arbol,39,8,1.42615
879,1,arbol,40,0,1.30443
880,1,arbol,1,0,0.105704
881,1,arbol,2,0,0.123916
882,1,arbol,3,0,0.181603
883,1,arbol,4,0,0.129658
884,1,arbol,5,4,0.308948
885,1,arbol,6,0,0.297717
886,1,arbol,7,0,3.17442
887,1,arbol,8,0,0.512739
888,1,arbol,9,0,0.537477
889,1,arbol,10,0,0.410497
890,1,arbol,11,1,0.354132
891,1,arbol,12,0,0.763698
892,1,arbol,13,0,0.455651
893,1,arbol,14,8,0.635568
894,1,arbol,15,0,0.472266
895,1,arbol,16,7,0.476878
896,1,arbol,17,8,0.892556
897,1,arbol,18,0,0.492359
898,1,arbol,19,5,0.636
899,1,arbol,20,5,0.642528
900,1,arbol,21,5,0.663591
901,1,arbol,22,1,1.03909
902,1,arbol,23,7,2.01016
903,1,arbol,24,0,1.86124
904,1,arbol,25,0,2.03641
905,1,arbol,26,9,1.05083
906,1,arbol,27,0,1.00114
907,1,arbol,28,0,0.649297
908,1,arbol,29,12,1.12116
909,1,arbol,30,0,2.03517
910,1,arbol,31,0,1.2566
911,1,arbol,32,0,1.57748
912,1,arbol,33,0,1.17531
913,1,arbol,34,0,1.38275
914,1,arbol,35,0,1.96404
915,1,arbol,36,0,1.13965
916,1,arbol,37,1,1.22796
917,1,arbol,38,0,0.968714
918,1,arbol,39,0,0.902337
919,1,arbol,40,4,1.05322
920,1,arbol,1,0,0.091191
921,1,arbol,2,5,0.22584
922,1,arbol,3,0,0.243981
923,1,arbol,4,0,0.18484
924,1,arbol,5,0,0.200577
925,1,arbol,6,1,0.247884
926,1,arbol,7,7,0.351477
927,1,arbol,8,4,0.380891
928,1,arbol,9,1,0.355185
929,1,arbol,10,0,0.38136
930,1,arbol,11,2,0.446382
931,1,arbol,12,0,0.523911
932,1,arbol,13,2,0.512206
933,1,arbol,14,5,0.742861
934,1,arbol,15,0,0.383844
935,1,arbol,16,0,0.461591
936,1,arbol,17,0,0.536984
937,1,arbol,18,0,0.766028
938,1,arbol,19,0,0.832305
939,1,arbol,20,6,0.576599
940,1,arbol,21,0,0.630234
941,1,arbol,22,0,0.625534
942,1,arbol,23,9,0.826125
943,1,arbol,24,0,0.684762
944,1,arbol,25,0,0.750066
945,1,arbol,26,0,0.588961
946,1,arbol,27,1,0.601903
947,1,arbol,28,4,1.14531
948,1,arbol,29,10,1.13354
949,1,arbol,30,0,1.03911
950,1,arbol,31,8,1.14187
951,1,arbol,32,0,0.838337
952,1,arbol,33,6,1.046
953,1,arbol,34,10,1.02791
954,1,arbol,35,9,1.77431
955,1,arbol,36,0,1.46515
956,1,arbol,37,0,5.34024
957,1,arbol,38,7,1.46276
958,1,arbol,39,0,1.05375
959,1,arbol,40,7,1.3271
960,1,arbol,1,0,0.075448
961,1,arbol,2,0,0.101901
962,1,arbol,3,0,0.372277
963,1,arbol,4,0,0.846635
964,1,arbol,5,0,0.356061
965,1,arbol,6,0,0.25554
966,1,arbol,7,0,0.224311
967,1,arbol,8,0,0.883159
968,1,arbol,9,0,0.300867
969,1,arbol,10,3,0.315787
970,1,arbol,11,6,0.460994
971,1,arbol,12,0,0.381579
972,1,arbol,13,2,0.472935
973,1,arbol,14,0,0.448864
974,1,arbol,15,0,0.534277
975,1,arbol,16,5,0.870061
976,1,arbol,17,8,1.24687
977,1,arbol,18,0,0.515219
978,1,arbol,19,3,0.594022
979,1,arbol,20,7,0.616808
980,1,arbol,21,0,0.486887
981,1,arbol,22,8,0.629602
982,1,arbol,23,0,0.622615
983,1,arbol,24,12,0.892255
984,1,arbol,25,0,0.718519
985,1,arbol,26,3,0.733373
986,1,arbol,27,6,1.46227
987,1,arbol,28,1,0.740047
988,1,arbol,29,8,1.08957
989,1,arbol,30,0,0.859749
990,1,arbol,31,0,0.725113
991,1,arbol,32,9,0.933311
992,1,arbol,33,14,1.515
993,1,arbol,34,2,1.78582
994,1,arbol,35,7,1.1609
995,1,arbol,36,0,1.05054
996,1,arbol,37,8,13.2483
997,1,arbol,38,7,12.4761
998,1,arbol,39,6,1.22779
999,1,arbol,40,3,1.3974
1000,1,arbol,1,0,0.125642
1001,1,arbol,2,7,0.348183
1002,1,arbol,3,0,0.099002
1003,1,arbol,4,0,0.11733
1004,1,arbol,5,4,0.21574
1005,1,arbol,6,4,0.215932
1006,1,arbol,7,4,0.219697
1007,1,arbol,8,4,0.263541
1008,1,arbol,9,4,0.285597
1009,1,arbol,10,4,0.323344
1010,1,arbol,11,0,0.27367
1011,1,arbol,12,0,0.279208
1012,1,arbol,13,7,0.658215
1013,1,arbol,14,4,0.42521
1014,1,arbol,15,0,0.395364
1015,1,arbol,16,0,0.407295
1016,1,arbol,17,0,0.403639
1017,1,arbol,18,0,0.487258
1018,1,arbol,19,7,1.54846
1019,1,arbol,20,0,0.536691
1020,1,arbol,21,5,0.77232
1021,1,arbol,22,11,0.643586
1022,1,arbol,23,8,0.82283
1023,1,arbol,24,0,0.581018
1024,1,arbol,25,0,0.580286
1025,1,arbol,26,4,0.74353
1026,1,arbol,27,0,0.813208
1027,1,arbol,28,0,0.848718
1028,1,arbol,29,7,0.807989
1029,1,arbol,30,7,0.993973
1030,1,arbol,31,0,0.92599
1031,1,arbol,32,0,0.762438
1032,1,arbol,33,0,0.768048
1033,1,arbol,34,4,0.968829
1034,1,arbol,35,0,0.990492
1035,1,arbol,36,1,1.34799
1036,1,arbol,37,10,1.45055
1037,1,arbol,38,7,1.7148
1038,1,arbol,39,0,1.259
1039,1,arbol,40,8,1.67606
1040,1,arbol,1,0,0.063913
1041,1,arbol,2,0,0.117118
1042,1,arbol,3,0,0.117839
1043,1,arbol,4,0,0.112075
1044,1,arbol,5,0,0.122541
1045,1,arbol,6,4,0.225267
1046,1,arbol,7,0,0.180451
1047,1,arbol,8,4,0.278486
1048,1,arbol,9,4,0.264895
1049,1,arbol,10,2,0.29559
1050,1,arbol,11,0,0.270487
1051,1,arbol,12,0,0.470594
1052,1,arbol,13,5,0.44882
1053,1,arbol,14,0,0.507613
1054,1,arbol,15,0,0.447658
1055,1,arbol,16,0,0.397873
1056,1,arbol,17,7,0.81508
1057,1,arbol,18,0,0.419536
1058,1,arbol,19,4,0.53934
1059,1,arbol,20,0,0.542517
1060,1,arbol,21,9,0.900944
1061,1,arbol,22,1,0.627216
1062,1,arbol,23,0,0.526587
1063,1,arbol,24,0,0.558956
1064,1,arbol,25,0,0.673485
1065,1,arbol,26,9,0.794999
1066,1,arbol,27,7,0.68611
1067,1,arbol,28,7,0.728133
1068,1,arbol,29,10,0.957154
1069,1,arbol,30,0,0.908786
1070,1,arbol,31,4,0.934555
1071,1,arbol,32,1,1.02186
1072,1,arbol,33,4,0.894565
1073,1,arbol,34,10,0.961111
1074,1,arbol,35,0,1.08502
1075,1,arbol,36,8,1.01866
1076,1,arbol,37,1,0.8774
1077,1,arbol,38,5,1.06328
1078,1,arbol,39,0,1.15426
1079,1,arbol,40,8,1.38361
1080,1,arbol,1,0,0.07156
1081,1,arbol,2,1,0.13037
1082,1,arbol,3,7,0.264178
1083,1,arbol,4,0,0.134252
1084,1,arbol,5,8,0.37983
1085,1,arbol,6,4,0.223703
1086,1,arbol,7,0,0.190643
1087,1,arbol,8,2,0.235934
1088,1,arbol,9,6,0.330069
1089,1,arbol,10,0,0.285506
1090,1,arbol,11,0,0.294092
1091,1,arbol,12,8,0.399007
1092,1,arbol,13,0,0.34531
1093,1,arbol,14,0,0.390138
1094,1,arbol,15,0,0.390239
1095,1,arbol,16,3,0.480479
1096,1,arbol,17,3,0.506984
1097,1,arbol,18,4,0.617253
1098,1,arbol,19,0,0.52447
1099,1,arbol,20,6,0.555027
1100,1,arbol,21,7,0.603575
1101,1,arbol,22,5,0.619555
1102,1,arbol,23,0,0.609257
1103,1,arbol,24,7,0.743375
1104,1,arbol,25,12,0.783329
1105,1,arbol,26,6,0.676645
1106,1,arbol,27,9,0.78472
1107,1,arbol,28,10,0.847469
1108,1,arbol,29,5,0.743709
1109,1,arbol,30,12,0.979141
1110,1,arbol,31,7,0.860978
1111,1,arbol,32,7,0.962338
1112,1,arbol,33,1,0.958139
1113,1,arbol,34,7,1.10652
1114,1,arbol,35,14,1.18901
1115,1,arbol,36,11,2.18112
1116,1,arbol,37,5,1.1463
1117,1,arbol,38,2,1.2365
1118,1,arbol,39,0,0.984975
1119,1,arbol,40,0,1.11088
1120,1,arbol,1,0,0.059898
1121,1,arbol,2,0,0.099228
1122,1,arbol,3,8,0.324066
1123,1,arbol,4,0,0.26478
1124,1,arbol,5,0,0.399386
1125,1,arbol,6,5,0.282375
1126,1,arbol,7,7,0.386546
1127,1,arbol,8,0,0.361269
1128,1,arbol,9,7,0.39973
1129,1,arbol,10,0,0.469984
1130,1,arbol,11,0,0.436656
1131,1,arbol,12,0,0.405252
1132,1,arbol,13,0,0.419418
1133,1,arbol,14,4,0.385483
1134,1,arbol,15,5,0.509822
1135,1,arbol,16,0,0.466443
1136,1,arbol,17,2,0.482184
1137,1,arbol,18,0,0.571672
1138,1,arbol,19,4,0.599643
1139,1,arbol,20,5,0.676859
1140,1,arbol,21,4,0.656612
1141,1,arbol,22,0,0.692975
1142,1,arbol,23,6,1.32749
1143,1,arbol,24,0,0.693558
1144,1,arbol,25,0,0.691693
1145,1,arbol,26,8,0.956443
1146,1,arbol,27,0,1.38232
1147,1,arbol,28,0,0.954504
1148,1,arbol,29,0,1.00046
1149,1,arbol,30,6,1.14264
1150,1,arbol,31,1,0.905695
1151,1,arbol,32,1,0.926132
1152,1,arbol,33,0,1.14563
1153,1,arbol,34,4,1.12171
1154,1,arbol,35,3,0.920559
1155,1,arbol,36,6,0.841845
1156,1,arbol,37,9,0.929468
1157,1,arbol,38,12,1.08934
1158,1,arbol,39,6,1.74548
1159,1,arbol,40,0,1.48583
1160,1,arbol,1,0,0.064515
1161,1,arbol,2,4,0.164865
1162,1,arbol,3,4,0.202523
1163,1,arbol,4,5,0.230835
1164,1,arbol,5,9,0.431128
1165,1,arbol,6,7,0.326795
1166,1,arbol,7,8,0.311689
1167,1,arbol,8,4,0.26684
1168,1,arbol,9,0,0.295012
1169,1,arbol,10,0,0.267242
1170,1,arbol,11,7,0.636391
1171,1,arbol,12,8,0.365597
1172,1,arbol,13,6,0.410449
1173,1,arbol,14,5,0.436221
1174,1,arbol,15,4,0.416283
1175,1,arbol,16,5,0.486934
1176,1,arbol,17,3,0.56861
1177,1,arbol,18,5,0.585125
1178,1,arbol,19,5,0.601694
1179,1,arbol,20,6,0.581121
1180,1,arbol,21,8,0.588214
1181,1,arbol,22,8,0.587788
1182,1,arbol,23,7,0.630814
1183,1,arbol,24,9,0.704157
1184,1,arbol,25,6,0.648236
1185,1,arbol,26,9,0.656251
1186,1,arbol,27,8,0.650897
1187,1,arbol,28,8,0.787267
1188,1,arbol,29,7,0.886553
1189,1,arbol,30,7,0.80798
1190,1,arbol,31,6,1.20564
1191,1,arbol,32,3,1.09728
1192,1,arbol,33,0,1.02564
1193,1,arbol,34,2,0.831938
1194,1,arbol,35,3,0.879157
1195,1,arbol,36,0,1.30993
1196,1,arbol,37,7,0.941853
1197,1,arbol,38,4,0.889653
1198,1,arbol,39,11,1.07204
1199,1,arbol,40,4,0.921644
1200,1,completo,1,0,0.118044
1201,1,completo,2,0,0.165518
1202,1,completo,3,8,0.569265
1203,1,completo,4,1,0.229147
1204,1,completo,5,5,0.33192
1205,1,completo,6,2,0.253794
1206,1,completo,7,6,0.340446
1207,1,completo,8,8,0.348788
1208,1,completo,9,0,0.31221
1209,1,completo,10,0,0.33837
1210,1,completo,11,0,0.367905
1211,1,completo,12,0,0.383374
1212,1,completo,13,0,0.40841
1213,1,completo,14,0,0.45806
1214,1,completo,15,4,0.560026
1215,1,completo,16,7,0.686457
1216,1,completo,17,0,0.609202
1217,1,completo,18,9,0.679047
1218,1,completo,19,0,0.821524
1219,1,completo,20,0,0.863965
1220,1,completo,21,8,0.764588
1221,1,completo,22,4,1.24509
1222,1,completo,23,0,0.551427
1223,1,completo,24,7,0.846401
1224,1,completo,25,4,0.925118
1225,1,completo,26,0,1.73723
1226,1,completo,27,0,1.51925
1227,1,completo,28,0,1.04225
1228,1,completo,29,4,1.08144
1229,1,completo,30,2,1.06441
1230,1,completo,31,3,1.15931
1231,1,completo,32,6,1.35929
1232,1,completo,33,3,1.44174
1233,1,completo,34,8,2.89674
1234,1,completo,35,0,1.50537
1235,1,completo,36,4,1.63704
1236,1,completo,37,6,1.12972
1237,1,completo,38,2,0.978971
1238,1,completo,39,9,1.09524
1239,1,completo,40,7,1.16402
1240,1,completo,1,0,0.120638
1241,1,completo,2,4,0.232952
1242,1,completo,3,2,0.205358
1243,1,completo,4,3,0.211507
1244,1,completo,5,9,0.381455
1245,1,completo,6,9,0.620267
1246,1,completo,7,0,0.243963
1247,1,completo,8,6,0.748278
1248,1,completo,9,1,0.331412
1249,1,completo,10,9,10.824
1250,1,completo,11,7,0.425045
1251,1,completo,12,6,0.39822
1252,1,completo,13,3,0.4034
1253,1,completo,14,8,0.523515
1254,1,completo,15,8,0.55367
1255,1,completo,16,9,12.2781
1256,1,completo,17,6,0.719358
1257,1,completo,18,8,10.747
1258,1,completo,19,6,0.685417
1259,1,completo,20,9,1.3357
1260,1,completo,21,5,0.586299
1261,1,completo,22,8,0.774583
1262,1,completo,23,0,0.525305
1263,1,completo,24,8,0.893791
1264,1,completo,25,5,0.745806
1265,1,completo,26,0,0.808731
1266,1,completo,27,0,0.861
1267,1,completo,28,8,1.26663
1268,1,completo,29,0,0.998025
1269,1,completo,30,6,0.932457
1270,1,completo,31,7,1.11347
1271,1,completo,32,0,0.896068
1272,1,completo,33,0,0.907296
1273,1,completo,34,0,1.05548
1274,1,completo,35,6,1.85702
1275,1,completo,36,0,1.23152
1276,1,completo,37,8,1.22375
1277,1,completo,38,0,1.1415
1278,1,completo,39,9,1.32159
1279,1,completo,40,0,0.873902
1280,1,completo,1,0,0.150212
1281,1,completo,2,2,0.190497
1282,1,completo,3,6,0.386642
1283,1,completo,4,2,0.298624
1284,1,completo,5,6,0.337906
1285,1,completo,6,5,0.336499
1286,1,completo,7,1,0.195865
1287,1,completo,8,6,0.357772
1288,1,completo,9,0,0.307309
1289,1,completo,10,0,0.318588
1290,1,completo,11,9,0.48925
1291,1,completo,12,7,0.498153
1292,1,completo,13,0,0.455123
1293,1,completo,14,8,0.55016
1294,1,completo,15,5,0.448679
1295,1,completo,16,6,0.57954
1296,1,completo,17,0,0.396771
1297,1,completo,18,8,2.63469
1298,1,completo,19,1,0.46572
1299,1,completo,20,0,0.469952
1300,1,completo,21,7,0.65766
1301,1,completo,22,5,0.745232
1302,1,completo,23,0,0.677682
1303,1,completo,24,8,0.737743
1304,1,completo,25,8,0.943322
1305,1,completo,26,2,0.79067
1306,1,completo,27,6,1.44306
1307,1,completo,28,8,0.845677
1308,1,completo,29,8,1.00928
1309,1,completo,30,0,1.54071
1310,1,completo,31,7,1.92851
1311,1,completo,32,4,2.46404
1312,1,completo,33,3,1.29099
1313,1,completo,34,1,1.43921
1314,1,completo,35,8,1.40234
1315,1,completo,36,3,1.80849
1316,1,completo,37,0,1.57536
1317,1,completo,38,8,1.10603
1318,1,completo,39,0,0.877447
1319,1,completo,40,5,1.12326
1320,1,completo,1,0,0.146978
1321,1,completo,2,0,0.092908
1322,1,completo,3,0,0.110204
1323,1,completo,4,8,0.394178
1324,1,completo,5,1,0.169705
1325,1,completo,6,7,0.372078
1326,1,completo,7,0,0.183758
1327,1,completo,8,8,0.424087
1328,1,completo,9,5,0.443226
1329,1,completo,10,0,0.530789
1330,1,completo,11,1,0.94377
1331,1,completo,12,0,0.421583
1332,1,completo,13,5,0.554593
1333,1,completo,14,3,0.40393
1334,1,completo,15,1,0.356066
1335,1,completo,16,8,0.596132
1336,1,completo,17,0,0.510785
1337,1,completo,18,1,0.507365
1338,1,completo,19,0,0.514558
1339,1,completo,20,0,0.439261
1340,1,completo,21,7,0.736426
1341,1,completo,22,5,1.14808
1342,1,completo,23,2,0.841135
1343,1,completo,24,0,0.520236
1344,1,completo,25,7,0.676629
1345,1,completo,26,8,1.07116
1346,1,completo,27,0,1.03207
1347,1,completo,28,8,1.09543
1348,1,completo,29,0,0.851517
1349,1,completo,30,5,1.4372
1350,1,completo,31,0,0.907256
1351,1,completo,32,0,0.95291
1352,1,completo,33,5,0.912252
1353,1,completo,34,1,1.05369
1354,1,completo,35,7,0.960797
1355,1,completo,36,1,0.946037
1356,1,completo,37,8,1.82646
1357,1,completo,38,7,1.2411
1358,1,completo,39,0,0.998865
1359,1,completo,40,0,1.21459
1360,1,completo,1,0,0.100768
1361,1,completo,2,1,0.135777
1362,1,completo,3,0,0.115037
1363,1,completo,4,8,0.341872
1364,1,completo,5,5,0.287578
1365,1,completo,6,0,0.174632
1366,1,completo,7,2,0.221131
1367,1,completo,8,6,0.674772
1368,1,completo,9,9,0.7298
1369,1,completo,10,0,0.405235
1370,1,completo,11,8,0.431827
1371,1,completo,12,8,0.483744
1372,1,completo,13,1,0.385088
1373,1,completo,14,0,0.366081
1374,1,completo,15,1,0.399522
1375,1,completo,16,8,0.528693
1376,1,completo,17,8,6.85143
1377,1,completo,18,5,0.598845
1378,1,completo,19,7,13.6395
1379,1,completo,20,7,0.5916
1380,1,completo,21,9,0.917135
1381,1,completo,22,1,0.513579
1382,1,completo,23,8,0.81484
1383,1,completo,24,7,0.663545
1384,1,completo,25,7,0.691813
1385,1,completo,26,6,0.760808
1386,1,completo,27,8,0.825952
1387,1,completo,28,7,1.64621
1388,1,completo,29,5,0.806835
1389,1,completo,30,3,0.834958
1390,1,completo,31,7,1.05314
1391,1,completo,32,9,10.9419
1392,1,completo,33,9,1.15395
1393,1,completo,34,6,1.02892
1394,1,completo,35,9,1.10739
1395,1,completo,36,1,0.870333
1396,1,completo,37,8,29.7173
1397,1,completo,38,5,2.50257
1398,1,completo,39,6,1.34289
1399,1,completo,40,7,11.6711
1400,1,completo,1,0,0.140248
1401,1,completo,2,4,0.221713
1402,1,completo,3,2,0.188334
1403,1,completo,4,2,0.175176
1404,1,completo,5,9,23.7086
1405,1,completo,6,0,0.338224
1406,1,completo,7,5,0.365402
1407,1,completo,8,4,0.320895
1408,1,completo,9,9,6.00876
1409,1,completo,10,0,0.360394
1410,1,completo,11,8,0.506013
1411,1,completo,12,9,11.3514
1412,1,completo,13,6,1.00369
1413,1,completo,14,7,1.00388
1414,1,completo,15,0,0.521353
1415,1,completo,16,0,0.492482
1416,1,completo,17,8,0.655988
1417,1,completo,18,3,0.602885
1418,1,completo,19,3,0.523593
1419,1,completo,20,5,0.660017
1420,1,completo,21,0,0.635304
1421,1,completo,22,8,7.6618
1422,1,completo,23,7,0.696477
1423,1,completo,24,8,10.8559
1424,1,completo,25,6,0.80564
1425,1,completo,26,8,0.904763
1426,1,completo,27,9,1.18041
1427,1,completo,28,9,0.911285
1428,1,completo,29,8,0.842135
1429,1,completo,30,3,0.794283
1430,1,completo,31,8,2.96934
1431,1,completo,32,9,1.47452
1432,1,completo,33,6,0.8653
1433,1,completo,34,7,1.15051
1434,1,completo,35,8,1.66422
1435,1,completo,36,0,1.51008
1436,1,completo,37,0,1.21618
1437,1,completo,38,0,1.62452
1438,1,completo,39,1,1.19544
1439,1,completo,40,3,1.19277
1440,1,completo,1,0,0.114324
1441,1,completo,2,0,0.142723
1442,1,completo,3,8,0.336461
1443,1,completo,4,8,0.365514
1444,1,completo,5,5,0.274218
1445,1,completo,6,8,0.403143
1446,1,completo,7,0,0.474628
1447,1,completo,8,3,0.278548
1448,1,completo,9,8,11.2374
1449,1,completo,10,2,0.395961
1450,1,completo,11,3,0.369875
1451,1,completo,12,8,5.67914
1452,1,completo,13,8,0.463009
1453,1,completo,14,7,0.419816
1454,1,completo,15,7,0.461185
1455,1,completo,16,7,11.0902
1456,1,completo,17,9,0.589069
1457,1,completo,18,6,0.545575
1458,1,completo,19,8,0.617726
1459,1,completo,20,6,0.586453
1460,1,completo,21,9,10.8868
1461,1,completo,22,7,0.598026
1462,1,completo,23,7,0.639506
1463,1,completo,24,8,1.02952
1464,1,completo,25,1,0.642597
1465,1,completo,26,6,0.697289
1466,1,completo,27,8,0.78325
1467,1,completo,28,7,0.74112
1468,1,completo,29,8,0.861014
1469,1,completo,30,6,0.7522
1470,1,completo,31,6,0.821561
1471,1,completo,32,6,1.03317
1472,1,completo,33,5,1.24443
1473,1,completo,34,7,0.909855
1474,1,completo,35,2,0.815147
1475,1,completo,36,6,1.04928
1476,1,completo,37,8,1.65656
1477,1,completo,38,6,1.18777
1478,1,completo,39,9,2.64932
1479,1,completo,40,6,1.02807
1480,1,completo,1,0,0.096093
1481,1,completo,2,2,0.151873
1482,1,completo,3,8,0.285379
1483,1,completo,4,8,0.337142
1484,1,completo,5,5,0.24676
1485,1,completo,6,7,0.310262
1486,1,completo,7,7,0.318376
1487,1,completo,8,7,0.299277
1488,1,completo,9,8,0.368609
1489,1,completo,10,8,0.357899
1490,1,completo,11,8,0.399069
1491,1,completo,12,8,0.619356
1492,1,completo,13,0,0.42605
1493,1,completo,14,8,0.817975
1494,1,completo,15,7,0.537556
1495,1,completo,16,6,0.463349
1496,1,completo,17,7,0.531455
1497,1,completo,18,8,0.550629
1498,1,completo,19,7,0.534558
1499,1,completo,20,7,0.596544
1500,1,completo,21,8,0.739128
1501,1,completo,22,5,0.572925
1502,1,completo,23,7,0.666349
1503,1,completo,24,8,0.714357
1504,1,completo,25,8,1.54891
1505,1,completo,26,8,0.761799
1506,1,completo,27,8,11.0151
1507,1,completo,28,7,0.74518
1508,1,completo,29,8,3.41773
1509,1,completo,30,6,0.739765
1510,1,completo,31,8,0.87064
1511,1,completo,32,8,11.5397
1512,1,completo,33,8,2.08804
1513,1,completo,34,0,1.08499
1514,1,completo,35,7,1.14126
1515,1,completo,36,8,1.49622
1516,1,completo,37,8,1.3016
1517,1,completo,38,3,1.5988
1518,1,completo,39,9,1.48767
1519,1,completo,40,7,11.4169
1520,1,completo,1,0,0.097572
1521,1,completo,2,8,0.303238
1522,1,completo,3,9,0.346865
1523,1,completo,4,0,0.183515
1524,1,completo,5,8,0.635424
1525,1,completo,6,3,0.676742
1526,1,completo,7,1,0.314197
1527,1,completo,8,8,0.402671
1528,1,completo,9,8,10.5087
1529,1,completo,10,6,0.437731
1530,1,completo,11,4,0.403405
1531,1,completo,12,5,0.46041
1532,1,completo,13,5,0.523189
1533,1,completo,14,1,0.415322
1534,1,completo,15,8,0.660003
1535,1,completo,16,8,1.17491
1536,1,completo,17,0,0.656848
1537,1,completo,18,5,0.621446
1538,1,completo,19,6,0.578814
1539,1,completo,20,8,0.747021
1540,1,completo,21,1,0.59924
1541,1,completo,22,6,0.719394
1542,1,completo,23,0,0.687031
1543,1,completo,24,4,0.711631
1544,1,completo,25,7,1.64196
1545,1,completo,26,6,0.744671
1546,1,completo,27,8,0.929656
1547,1,completo,28,0,1.14131
1548,1,completo,29,3,0.815718
1549,1,completo,30,8,0.998321
1550,1,completo,31,0,1.0954
1551,1,completo,32,0,1.77534
1552,1,completo,33,3,1.12106
1553,1,completo,34,2,1.03945
1554,1,completo,35,4,1.14895
1555,1,completo,36,5,1.19189
1556,1,completo,37,2,1.06437
1557,1,completo,38,3,1.70869
1558,1,completo,39,1,1.11828
1559,1,completo,40,1,0.842137
1560,1,completo,1,0,0.09526
1561,1,completo,2,5,0.235573
1562,1,completo,3,9,0.327766
1563,1,completo,4,3,0.210272
1564,1,completo,5,8,0.510057
1565,1,completo,6,8,8.59167
1566,1,completo,7,5,0.312081
1567,1,completo,8,5,0.287806
1568,1,completo,9,5,0.317936
1569,1,completo,10,8,0.501879
1570,1,completo,11,2,0.475763
1571,1,completo,12,8,0.805163
1572,1,completo,13,0,0.346257
1573,1,completo,14,8,0.626984
1574,1,completo,15,6,0.541706
1575,1,completo,16,3,0.575502
1576,1,completo,17,1,0.610011
1577,1,completo,18,5,0.72276
1578,1,completo,19,5,0.602677
1579,1,completo,20,5,0.640095
1580,1,completo,21,6,0.607751
1581,1,completo,22,8,0.736276
1582,1,completo,23,3,0.835307
1583,1,completo,24,5,0.679374
1584,1,completo,25,9,0.763606
1585,1,completo,26,7,0.887276
1586,1,completo,27,9,0.793519
1587,1,completo,28,9,0.791247
1588,1,completo,29,7,10.7892
1589,1,completo,30,3,1.51412
1590,1,completo,31,9,2.71839
1591,1,completo,32,8,0.916077
1592,1,completo,33,7,0.829288
1593,1,completo,34,8,11.965
1594,1,completo,35,6,1.1012
1595,1,completo,36,7,1.17028
1596,1,completo,37,9,1.08779
1597,1,completo,38,5,1.12243
1598,1,completo,39,0,1.83628
1599,1,completo,40,2,1.14795
1600,2,arbol,1,0,0.11659
1601,2,arbol,2,1,0.156586
1602,2,arbol,3,12,0.499222
1603,2,arbol,4,0,0.157128
1604,2,arbol,5,10,0.515245
1605,2,arbol,6,1,0.213643
1606,2,arbol,7,0,0.274864
1607,2,arbol,8,0,0.226575
1608,2,arbol,9,0,0.23411
1609,2,arbol,10,0,0.302406
1610,2,arbol,11,1,0.297093
1611,2,arbol,12,0,0.276623
1612,2,arbol,13,0,0.432057
1613,2,arbol,14,12,0.902662
1614,2,arbol,15,13,0.732171
1615,2,arbol,16,0,0.502082
1616,2,arbol,17,0,0.527561
1617,2,arbol,18,13,0.71592
1618,2,arbol,19,12,0.758554
1619,2,arbol,20,0,0.525181
1620,2,arbol,21,12,0.825005
1621,2,arbol,22,10,0.735753
1622,2,arbol,23,0,0.601962
1623,2,arbol,24,8,1.22269
1624,2,arbol,25,9,0.832279
1625,2,arbol,26,3,0.673555
1626,2,arbol,27,0,0.729765
1627,2,arbol,28,0,0.800078
1628,2,arbol,29,4,0.938138
1629,2,arbol,30,15,1.17021
1630,2,arbol,31,8,0.944778
1631,2,arbol,32,0,1.09523
1632,2,arbol,33,12,1.21446
1633,2,arbol,34,0,0.871335
1634,2,arbol,35,0,0.785133
1635,2,arbol,36,1,0.909212
1636,2,arbol,37,0,0.952482
1637,2,arbol,38,6,1.06615
1638,2,arbol,39,0,1.01186
1639,2,arbol,40,0,1.12149
1640,2,arbol,1,0,0.104478
1641,2,arbol,2,5,0.252589
1642,2,arbol,3,0,0.114058
1643,2,arbol,4,12,0.496674
1644,2,arbol,5,0,0.160677
1645,2,arbol,6,16,0.622748
1646,2,arbol,7,15,0.580951
1647,2,arbol,8,4,0.226967
1648,2,arbol,9,6,0.262076
1649,2,arbol,10,5,0.304205
1650,2,arbol,11,11,0.529481
1651,2,arbol,12,0,0.351196
